DATE,PLAYER,SOURCE,CHEST,SCORE
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Feldjäger,Bank,Wooden Chest,20
2025-03-11 00:00:00,Feldjäger,Bank,Wooden Chest,20
2025-03-11 00:00:00,Feldjäger,Bank,Wooden Chest,20
2025-03-11 00:00:00,Feldjäger,Bank,Bronze Chest,40
2025-03-11 00:00:00,Feldjäger,Bank,Bronze Chest,40
2025-03-11 00:00:00,Feldjäger,Bank,Bronze Chest,40
2025-03-11 00:00:00,Reckless,Bank,Bronze Chest,40
2025-03-11 00:00:00,Reckless,Bank,Bronze Chest,40
2025-03-11 00:00:00,Reckless,Bank,Bronze Chest,40
2025-03-11 00:00:00,Triple X,Bank,Wooden Chest,20
2025-03-11 00:00:00,Triple X,Bank,Wooden Chest,20
2025-03-11 00:00:00,Triple X,Bank,Wooden Chest,20
2025-03-11 00:00:00,Hausarzt,Bank,Wooden Chest,20
2025-03-11 00:00:00,Hausarzt,Bank,Wooden Chest,20
2025-03-11 00:00:00,Hausarzt,Bank,Wooden Chest,20
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
2025-03-11 00:00:00,Bruno,Epic Ancient squad,Golden Chest,10
