DATE,PLAYER,SOURCE,CHEST,SCORE
2025-03-11 00:00:00,nobe,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Tyroler Bua,Level 20 Citadel,Cursed Citadel Chest,42
2025-03-11 00:00:00,Tyroler Bua,Level 10 Citadel,Elven Citadel Chest,4
2025-03-11 00:00:00,Tyroler Bua,Level 20 Citadel,Elven Citadel Chest,84
2025-03-11 00:00:00,Tyroler Bua,Level 20 Citadel,Elven Citadel Chest,84
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Kajurus,Lvl 45 Raid Runic squad,Runic Chest,10
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Zeus,Level 25 Citadel,Elven Citadel Chest,275
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Zeus,Level 25 Citadel,Elven Citadel Chest,275
2025-03-11 00:00:00,Kajurus,Lvl 45 Raid Runic squad,Runic Chest,10
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Alf,Level 10 Crypt,Sand Chest,4
2025-03-11 00:00:00,Alf,Level 10 Crypt,Sand Chest,4
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Kajurus,Level 25 epic Crypt,Turtle Chest,550
2025-03-11 00:00:00,Alf,Level 15 Crypt,Gnome Workshop Chest,17
2025-03-11 00:00:00,Kajurus,Lvl 45 Raid Runic squad,Runic Chest,10
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Titansteel Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Kajurus,Level 25 epic Crypt,Titansteel Chest,550
2025-03-11 00:00:00,Alf,Level 10 rare Crypt,are Dragon Chest,6
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Kajurus,Level 15 epic Crypt,Turtle Chest,34
2025-03-11 00:00:00,Alf,Level 15 Crypt,Infernal Chest,17
2025-03-11 00:00:00,Alf,Level 10 Crypt,Sand Chest,4
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Braided Chest,168
2025-03-11 00:00:00,Alf,Level 10 Crypt,Sand Chest,4
2025-03-11 00:00:00,Kajurus,Level 30 rare Crypt,are Dragon Chest,500
2025-03-11 00:00:00,Alf,Level 15 epic Crypt,House of Horrors Chest,34
2025-03-11 00:00:00,Kajurus,Level 25 epic Crypt,White Wood Chest,550
2025-03-11 00:00:00,Alf,Level 10 Crypt,Cobra Chest,4
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Chest of the Cursed,168
2025-03-11 00:00:00,Metaur,Level 20 Crypt,Bone Chest,84
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Alf,Level 15 Crypt,Barbarian Chest,17
2025-03-11 00:00:00,Herzog Ropp,Lvl 45 Raid Runic squad,Runic Chest,10
2025-03-11 00:00:00,Alf,Level 10 Crypt,Gnome Workshop Chest,4
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Abandoned Chest,168
2025-03-11 00:00:00,Alf,Level 15 Crypt,Fire Chest,17
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Tyroler Bua,Level 15 Citadel,Elven Citadel Chest,17
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Braided Chest,168
2025-03-11 00:00:00,Kajurus,Level 25 epic Crypt,Scorpion Chest,550
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Tyroler Bua,Level 20 Citadel,Cursed Citadel Chest,42
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Titansteel Chest,168
2025-03-11 00:00:00,Alf,Level 15 Crypt,Stone Chest,17
2025-03-11 00:00:00,Kajurus,Level 25 epic Crypt,House of Horrors Chest,550
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Alf,Level 15 Crypt,Infernal Chest,17
2025-03-11 00:00:00,Kajurus,Level 25 epic Crypt,Abandoned Chest,550
2025-03-11 00:00:00,Hammerschlag1,Level 30 rare Crypt,are Dragon Chest,500
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Tyroler Bua,Level 10 Citadel,Elven Citadel Chest,4
2025-03-11 00:00:00,Kajurus,Level 25 epic Crypt,Barbarian Chest,550
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Mayan Chest,275
2025-03-11 00:00:00,Kajurus,Level 25 epic Crypt,Cobalt Chest,550
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Forgotten Chest,275
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Barbarian Chest,275
2025-03-11 00:00:00,Alf,Level 10 Crypt,Mayan Chest,4
2025-03-11 00:00:00,Alf,Level 15 Crypt,Stone Chest,17
2025-03-11 00:00:00,Alf,Level 10 Crypt,Fire Chest,4
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Fire Chest,275
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Stone Chest,275
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Forgotten Chest,275
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Cobra Chest,275
2025-03-11 00:00:00,Alf,Level 10 Crypt,Barbarian Chest,4
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Barbarian Chest,275
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Stone Chest,275
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Stone Chest,275
2025-03-11 00:00:00,Alf,Level 10 Crypt,Mayan Chest,4
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Fire Chest,275
2025-03-11 00:00:00,Alf,Level 10 Crypt,Stone Chest,4
2025-03-11 00:00:00,Alf,Level 10 Crypt,Stone Chest,4
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Scorpion Chest,168
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Sand Chest,275
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Stone Chest,275
2025-03-11 00:00:00,Hammerschlag1,Level 25 Crypt,Orc Chest,275
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Harpy Chest,168
2025-03-11 00:00:00,Dexter,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Dexter,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Dexter,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Dexter,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Dexter,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Dexter,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Dexter,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Hammerschlag1,Level 15 Crypt,Stone Chest,17
2025-03-11 00:00:00,Alf,Level 15 Crypt,Bone Chest,17
2025-03-11 00:00:00,Hammerschlag1,Level 15 Crypt,Mayan Chest,17
2025-03-11 00:00:00,Alf,Level 10 Crypt,Cobra Chest,4
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Braided Chest,168
2025-03-11 00:00:00,Alf,Level 10 Crypt,Sand Chest,4
2025-03-11 00:00:00,Alf,Level 15 Crypt,Mayan Chest,17
2025-03-11 00:00:00,Hammerschlag1,Level 20 epic Crypt,Turtle Chest,168
2025-03-11 00:00:00,Alf,Level 10 Crypt,Barbarian Chest,4
2025-03-11 00:00:00,Hammerschlag1,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Arindis,Level 10 rare Crypt,Rare Dragon Chest,6
2025-03-11 00:00:00,Alf,Level 15 Crypt,Elegant Chest,17
2025-03-11 00:00:00,Alf,Level 10 Crypt,Fire Chest,4
2025-03-11 00:00:00,Alf,Level 15 Crypt,Orc Chest,17
2025-03-11 00:00:00,Alf,Level 10 Crypt,Forgotten Chest,4
2025-03-11 00:00:00,Alf,Level 10 Crypt,Cobra Chest,4
2025-03-11 00:00:00,Alf,Level 15 Crypt,Orc Chest,17
2025-03-11 00:00:00,Alf,Level 10 Crypt,Stone Chest,4
2025-03-11 00:00:00,Alf,Level 10 Crypt,Elegant Chest,4
2025-03-11 00:00:00,Alf,Level 15 Crypt,Forgotten Chest,17
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Alf,Level 10 Crypt,Orc Chest,4
2025-03-11 00:00:00,Alf,Level 10 Crypt,Forgotten Chest,4
2025-03-11 00:00:00,Alf,Level 15 Crypt,Orc Chest,17
2025-03-11 00:00:00,Arindis,Level 10 Crypt,Infernal Chest,4
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Alf,Level 15 Crypt,Mayan Chest,17
2025-03-11 00:00:00,Alf,Level 10 Crypt,Infernal Chest,4
2025-03-11 00:00:00,Alf,Level 10 Crypt,Infernal Chest,4
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Alf,Level 10 Crypt,Gnome Workshop Chest,4
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Arindis,Level 10 Crypt,Elegant Chest,4
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Alf,Level 15 Crypt,Stone Chest,17
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Cobalt Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Bruno,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Kajurus,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Kajurus,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Kajurus,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Kajurus,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Kajurus,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Kajurus,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Kajurus,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Montrius,Level 20 Crypt,Stone Chest,84
2025-03-11 00:00:00,Feldjäger,Level 25 Crypt,Sand Chest,275
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Cobra Chest,84
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Mayan Chest,84
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Fire Chest,84
2025-03-11 00:00:00,Montrius,Level 30 epic Crypt,Titansteel Chest,750
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Stone Chest,84
2025-03-11 00:00:00,Montrius,Level 10 rare Crypt,Rare Dragon Chest,6
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Gnome Workshop Chest,84
2025-03-11 00:00:00,Montrius,Level 10 rare Crypt,Rare Dragon Chest,6
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Barbarian Chest,84
2025-03-11 00:00:00,Montrius,Level 10 rare Crypt,Rare Dragon Chest,6
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Mayan Chest,84
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Fire Chest,84
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Cobra Chest,84
2025-03-11 00:00:00,Metaur,Level 25 Crypt,Sand Chest,275
2025-03-11 00:00:00,Metaur,Level 20 epic Crypt,Harpy Chest,168
2025-03-11 00:00:00,Metaur,Level 25 Crypt,Fire Chest,275
2025-03-11 00:00:00,Sir Met,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Metaur,Level 20 Crypt,Mayan Chest,84
2025-03-11 00:00:00,Sir Met,Level 20 epic Crypt,House of Horrors Chest,168
2025-03-11 00:00:00,Lacks der Friedliche,Level 15 epic Crypt,Braided Chest,34
2025-03-11 00:00:00,Feldjäger,Level 25 Crypt,Stone Chest,275
2025-03-11 00:00:00,Feldjäger,Level 25 epic Crypt,Minotaur Chest,550
2025-03-11 00:00:00,Engelchen,Level 15 rare Crypt,are Dragon Chest,25
2025-03-11 00:00:00,Engelchen,Level 15 rare Crypt,are Dragon Chest,25
2025-03-11 00:00:00,Feldjäger,Level 25 epic Crypt,Turtle Chest,550
2025-03-11 00:00:00,Engelchen,Level 15 rare Crypt,are Dragon Chest,25
2025-03-11 00:00:00,Engelchen,Level 15 rare Crypt,are Dragon Chest,25
2025-03-11 00:00:00,Engelchen,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Feldjäger,Level 25 rare Crypt,are Dragon Chest,350
2025-03-11 00:00:00,Engelchen,Level 25 rare Crypt,are Dragon Chest,350
2025-03-11 00:00:00,Feldjäger,Level 25 rare Crypt,are Dragon Chest,350
2025-03-11 00:00:00,Feldjäger,Level 25 Crypt,Cobra Chest,275
2025-03-11 00:00:00,Feldjäger,Level 25 Crypt,Stone Chest,275
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Fire Chest,84
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Barbarian Chest,84
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Sand Chest,84
2025-03-11 00:00:00,Feldjäger,Level 25 Crypt,Gnome Workshop Chest,275
2025-03-11 00:00:00,Dagdarim,Level 20 Crypt,Forgotten Chest,84
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Priest's Chest,168
2025-03-11 00:00:00,Dagdarim,Level 25 Crypt,Elegant Chest,275
2025-03-11 00:00:00,Feldjäger,Level 25 rare Crypt,are Dragon Chest,350
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Minotaur Chest,168
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Titansteel Chest,168
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Ancient Bastion Chest,168
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Abandoned Chest,168
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,White Wood Chest,168
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Mayan Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Barbarian Chest,84
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Mayan Chest,275
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Orc Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Bone Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Sand Chest,84
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Cordaginn,Level 25 Crypt,Mayan Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Stone Chest,84
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Orc Chest,275
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Forgotten Chest,275
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Scarab Chest,168
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Sand Chest,84
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Infernal Chest,275
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Infernal Chest,275
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Harpy Chest,168
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Stone Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Forgotten Chest,84
2025-03-11 00:00:00,Cordaginn,Level 25 Crypt,Orc Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Mayan Chest,84
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Scorpion Chest,168
2025-03-11 00:00:00,Drachen 2,Level 25 Citadel,Elven Citadel Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Stone Chest,84
2025-03-11 00:00:00,Cordaginn,Level 25 Crypt,Fire Chest,275
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Harpy Chest,168
2025-03-11 00:00:00,Drachen 2,Level 25 rare Crypt,are Dragon Chest,350
2025-03-11 00:00:00,Heidi,Level 20 epic Crypt,Ancient Warrior's Chest,168
2025-03-11 00:00:00,Drachen 2,Level 25 rare Crypt,are Dragon Chest,350
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Bone Chest,84
2025-03-11 00:00:00,Cordaginn,Level 25 Crypt,Barbarian Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Mayan Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Drachen 2,Level 25 Crypt,Fire Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Cordaginn,Level 25 Crypt,Orc Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Fire Chest,84
2025-03-11 00:00:00,Drachen 2,Level 25 Crypt,Fire Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Elegant Chest,84
2025-03-11 00:00:00,Drachen 2,Level 20 Crypt,Gnome Workshop Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Elegant Chest,84
2025-03-11 00:00:00,Cordaginn,Level 25 Crypt,Mayan Chest,275
2025-03-11 00:00:00,Drachen 2,Level 25 Crypt,Infernal Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Forgotten Chest,84
2025-03-11 00:00:00,Drachen 2,Level 25 epic Crypt,Titansteel Chest,550
2025-03-11 00:00:00,Drachen 2,Level 25 epic Crypt,Ancient Warrior's Chest,550
2025-03-11 00:00:00,Cordaginn,Level 25 Crypt,Elegant Chest,275
2025-03-11 00:00:00,Cordaginn,Level 30 Citadel,Elven Citadel Chest,380
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Forgotten Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Sand Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Fire Chest,84
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Cordaginn,Level 25 Crypt,Gnome Workshop Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Barbarian Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Fire Chest,84
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Sir Met,Level 20 epic Crypt,White Wood Chest,168
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Forgotten Chest,84
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Orc Chest,275
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Cobra Chest,275
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Gnome Workshop Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Elegant Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Sand Chest,275
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Cobra Chest,275
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Orc Chest,275
2025-03-11 00:00:00,GUARDIENoffHUNDER,Level 25 Crypt,Bone Chest,275
2025-03-11 00:00:00,Corda 1004,Level 15 Crypt,Stone Chest,17
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Corda 1004,Level 15 Crypt,Infernal Chest,17
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Corda 1004,Level 20 Crypt,Gnome Workshop Chest,84
2025-03-11 00:00:00,Corda 1004,Level 15 Crypt,Barbarian Chest,17
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Corda 1004,Level 25 epic Crypt,Harpy Chest,550
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Corda 1004,Level 15 Crypt,Fire Chest,17
2025-03-11 00:00:00,Corda 1004,Level 15 Crypt,Orc Chest,17
2025-03-11 00:00:00,Corda 1004,Level 20 Crypt,Forgotten Chest,84
2025-03-11 00:00:00,Corda 1004,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Corda 1004,Level 15 rare Crypt,are Dragon Chest,25
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Schmerztherapeut,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Schmerztherapeut,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Schmerztherapeut,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Schmerztherapeut,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Schmerztherapeut,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Schmerztherapeut,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Schmerztherapeut,Epic Undead squad,Epic Monster Chest,500
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 rare Crypt,are Dragon Chest,126
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Lacks der Friedliche,Level 25 Crypt,Orc Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Lacks der Friedliche,Level 15 rare Crypt,are Dragon Chest,25
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Corda 1004,Level 15 Citadel,Elven Citadel Chest,17
2025-03-11 00:00:00,Corda 1004,Level 15 Citadel,Elven Citadel Chest,17
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Corda 1004,Level 15 Citadel,Elven Citadel Chest,17
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Corda 1004,Level 15 Citadel,Elven Citadel Chest,17
2025-03-11 00:00:00,Lacks der Friedliche,Level 25 Crypt,Cobra Chest,275
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Heidi,Level 20 Crypt,Orc Chest,84
2025-03-11 00:00:00,Schmerztherapeut,Level 25 Crypt,Cobra Chest,275
2025-03-11 00:00:00,Schmerztherapeut,Level 25 Crypt,Sand Chest,275
